Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 [161] __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [61] std::__new_allocator<std::array<double, 3ul> >::deallocate(std::array<double, 3ul>*, unsigned long) [182] std::vector<int, std::allocator<int> >::begin()
 [162] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [62] std::__new_allocator<std::array<double, 3ul> >::allocate(unsigned long, void const*) [97] std::vector<int, std::allocator<int> >::push_back(int const&)
  [42] __gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >::base() const [40] std::__new_allocator<std::array<double, 3ul> >::~__new_allocator() [224] std::vector<int, std::allocator<int> >::vector()
 [100] __gnu_cxx::__normal_iterator<std::array<double, 3ul>*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >::base() const [169] std::__new_allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >::deallocate(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, unsigned long) [225] std::vector<int, std::allocator<int> >::~vector()
 [104] __gnu_cxx::__normal_iterator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > > >::base() const [170] std::__new_allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >::allocate(unsigned long, void const*) [33] std::__detail::_Mod<unsigned long, 2147483647ul, 16807ul, 0ul, true, true>::__calc(unsigned long)
 [105] __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [212] std::__new_allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >::~__new_allocator() [183] std::__detail::_Mod<unsigned long, 2147483647ul, 1ul, 0ul, true, true>::__calc(unsigned long)
 [106] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [213] std::__new_allocator<char>::~__new_allocator() [34] unsigned long std::__detail::__mod<unsigned long, 2147483647ul, 16807ul, 0ul>(unsigned long)
  [59] std::_Vector_base<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_M_get_Tp_allocator() const [171] std::__new_allocator<double>::deallocate(double*, unsigned long) [184] unsigned long std::__detail::__mod<unsigned long, 2147483647ul, 1ul, 0ul>(unsigned long)
 [125] std::_Vector_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_M_get_Tp_allocator() const [172] std::__new_allocator<double>::allocate(unsigned long, void const*) [50] std::__detail::_Adaptor<std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>, double>::_Adaptor(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&)
 [126] std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [214] std::__new_allocator<double>::~__new_allocator() [12] std::__detail::_Adaptor<std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>, double>::operator()()
 [127] std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [173] std::__new_allocator<int>::deallocate(int*, unsigned long) [83] std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >* std::__addressof<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >&)
  [75] std::uniform_int_distribution<int>::param_type::a() const [174] std::__new_allocator<int>::allocate(unsigned long, void const*) [43] __gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > std::__miter_base<__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >(__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >)
  [76] std::uniform_int_distribution<int>::param_type::b() const [215] std::__new_allocator<int>::~__new_allocator() [44] std::array<double, 3ul> const* std::__niter_base<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >(__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >)
  [35] std::uniform_real_distribution<double>::param_type::a() const [13] std::array<double, 3ul>* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul>*>(__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, __gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul>*) [53] std::array<double, 3ul>* std::__niter_base<std::array<double, 3ul>*>(std::array<double, 3ul>*)
  [47] std::uniform_real_distribution<double>::param_type::b() const [77] std::uniform_int_distribution<int>::param_type::param_type(int, int) [101] std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >* std::__niter_base<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*>(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*)
 [190] std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const [78] std::uniform_int_distribution<int>::uniform_int_distribution(int, int) [102] double* std::__niter_base<double*>(double*)
 [191] std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [18] int std::uniform_int_distribution<int>::operator()<std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&) [103] int* std::__niter_base<int*>(int*)
 [163] std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::_M_check_len(unsigned long, char const*) const [79] int std::uniform_int_distribution<int>::operator()<std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&, std::uniform_int_distribution<int>::param_type const&) [70] std::array<double, 3ul>* std::__niter_wrap<std::array<double, 3ul>*>(std::array<double, 3ul>* const&, std::array<double, 3ul>*)
 [107] std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::size() const [48] std::uniform_real_distribution<double>::param_type::param_type(double, double) [117] std::array<double, 3ul>* std::__relocate_a<std::array<double, 3ul>*, std::array<double, 3ul>*, std::allocator<std::array<double, 3ul> > >(std::array<double, 3ul>*, std::array<double, 3ul>*, std::array<double, 3ul>*, std::allocator<std::array<double, 3ul> >&)
 [128] std::vector<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >::max_size() const [49] std::uniform_real_distribution<double>::uniform_real_distribution(double, double) [146] std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >* std::__relocate_a<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >(std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >*, std::allocator<std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >&)
 [153] std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::_M_check_len(unsigned long, char const*) const [10] double std::uniform_real_distribution<double>::operator()<std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&) [147] double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&)
  [64] std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::end() const [11] double std::uniform_real_distribution<double>::operator()<std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>&, std::uniform_real_distribution<double>::param_type const&) [148] int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&)
  [31] std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >::size() const [36] std::linear_congruential_engine<unsigned long, 16807ul, 0ul, 2147483647ul>::min() [71] std::array<double, 3ul>* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul>*>(__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, __gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul>*)
